"table","section","group_label","characteristic","gender","metric","value"
"Table 1a","Estimate ('000)","Labour force status and Occupation","Community and Personal Service Workers","Persons","Total",1597.7
"Table 1a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Males","Used SPF30 or higher sunscreen on most days",146.8
"Table 1a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Males","Did not use SPF30 or higher sunscreen on most days",446.1
"Table 1a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Males","Total",584.2
"Table 1a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Females","Used SPF30 or higher sunscreen on most days",685.6
"Table 1a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Females","Did not use SPF30 or higher sunscreen on most days",618.7
"Table 1a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Females","Total",1314.3
"Table 1a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Persons","Used SPF30 or higher sunscreen on most days",841.2
"Table 1a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Persons","Did not use SPF30 or higher sunscreen on most days",1063.7
"Table 1a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Persons","Total",1915.3
"Table 1a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Males","Used SPF30 or higher sunscreen on most days",140.5
"Table 1a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Males","Did not use SPF30 or higher sunscreen on most days",333.4
"Table 1a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Males","Total",491.3
"Table 1a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Females","Used SPF30 or higher sunscreen on most days",347.1
"Table 1a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Females","Did not use SPF30 or higher sunscreen on most days",343.6
"Table 1a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Females","Total",686.2
"Table 1a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Persons","Used SPF30 or higher sunscreen on most days",491.6
"Table 1a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Persons","Did not use SPF30 or higher sunscreen on most days",680.1
"Table 1a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Persons","Total",1171.2
"Table 1a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Males","Used SPF30 or higher sunscreen on most days",235.5
"Table 1a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Males","Did not use SPF30 or higher sunscreen on most days",533.9
"Table 1a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Males","Total",778.1
"Table 1a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Females","Used SPF30 or higher sunscreen on most days",49.4
"Table 1a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Females","Did not use SPF30 or higher sunscreen on most days",53.9
"Table 1a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Females","Total",99.7
"Table 1a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Persons","Used SPF30 or higher sunscreen on most days",264.1
"Table 1a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Persons","Did not use SPF30 or higher sunscreen on most days",605.2
"Table 1a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Persons","Total",872.8
"Table 1a","Estimate ('000)","Labour force status and Occupation","Labourers","Males","Used SPF30 or higher sunscreen on most days",232.3
"Table 1a","Estimate ('000)","Labour force status and Occupation","Labourers","Males","Did not use SPF30 or higher sunscreen on most days",511
"Table 1a","Estimate ('000)","Labour force status and Occupation","Labourers","Males","Total",723.6
"Table 1a","Estimate ('000)","Labour force status and Occupation","Labourers","Females","Used SPF30 or higher sunscreen on most days",174.1
"Table 1a","Estimate ('000)","Labour force status and Occupation","Labourers","Females","Did not use SPF30 or higher sunscreen on most days",187.3
"Table 1a","Estimate ('000)","Labour force status and Occupation","Labourers","Females","Total",364.8
"Table 1a","Estimate ('000)","Labour force status and Occupation","Labourers","Persons","Used SPF30 or higher sunscreen on most days",409.6
"Table 1a","Estimate ('000)","Labour force status and Occupation","Labourers","Persons","Did not use SPF30 or higher sunscreen on most days",685.2
"Table 1a","Estimate ('000)","Labour force status and Occupation","Labourers","Persons","Total",1096.4
"Table 1a","Estimate ('000)","Labour force status and Occupation","Not employed","Males","Used SPF30 or higher sunscreen on most days",744.5
"Table 1a","Estimate ('000)","Labour force status and Occupation","Not employed","Males","Did not use SPF30 or higher sunscreen on most days",2432.7
"Table 1a","Estimate ('000)","Labour force status and Occupation","Not employed","Males","Total",3204.1
"Table 1a","Estimate ('000)","Labour force status and Occupation","Not employed","Females","Used SPF30 or higher sunscreen on most days",1653.9
"Table 1a","Estimate ('000)","Labour force status and Occupation","Not employed","Females","Did not use SPF30 or higher sunscreen on most days",2489.1
"Table 1a","Estimate ('000)","Labour force status and Occupation","Not employed","Females","Total",4173.7
"Table 1a","Estimate ('000)","Labour force status and Occupation","Not employed","Persons","Used SPF30 or higher sunscreen on most days",2405.2
"Table 1a","Estimate ('000)","Labour force status and Occupation","Not employed","Persons","Did not use SPF30 or higher sunscreen on most days",4928.4
"Table 1a","Estimate ('000)","Labour force status and Occupation","Not employed","Persons","Total",7386.7
"Table 1a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Males","Used SPF30 or higher sunscreen on most days",897.9
"Table 1a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Males","Did not use SPF30 or higher sunscreen on most days",2173.1
"Table 1a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Males","Total",3069.1
"Table 1a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Females","Used SPF30 or higher sunscreen on most days",2259.6
"Table 1a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Females","Did not use SPF30 or higher sunscreen on most days",1604.9
"Table 1a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Females","Total",3874.4
"Table 1a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Persons","Used SPF30 or higher sunscreen on most days",3155
"Table 1a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Persons","Did not use SPF30 or higher sunscreen on most days",3772.3
"Table 1a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Persons","Total",6949
"Table 1a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Males","Used SPF30 or higher sunscreen on most days",867.2
"Table 1a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Males","Did not use SPF30 or higher sunscreen on most days",2220.3
"Table 1a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Males","Total",3089.1
"Table 1a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Females","Used SPF30 or higher sunscreen on most days",1168.2
"Table 1a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Females","Did not use SPF30 or higher sunscreen on most days",1327.3
"Table 1a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Females","Total",2501.2
"Table 1a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Persons","Used SPF30 or higher sunscreen on most days",2030.4
"Table 1a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Persons","Did not use SPF30 or higher sunscreen on most days",3562
"Table 1a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Persons","Total",5595.2
"Table 1a","Estimate ('000)","Highest educational attainment","Year 12","Males","Used SPF30 or higher sunscreen on most days",411.1
"Table 1a","Estimate ('000)","Highest educational attainment","Year 12","Males","Did not use SPF30 or higher sunscreen on most days",1425.8
"Table 1a","Estimate ('000)","Highest educational attainment","Year 12","Males","Total",1843.2
"Table 1a","Estimate ('000)","Highest educational attainment","Year 12","Females","Used SPF30 or higher sunscreen on most days",869.6
"Table 1a","Estimate ('000)","Highest educational attainment","Year 12","Females","Did not use SPF30 or higher sunscreen on most days",869
"Table 1a","Estimate ('000)","Highest educational attainment","Year 12","Females","Total",1748.1
"Table 1a","Estimate ('000)","Highest educational attainment","Year 12","Persons","Used SPF30 or higher sunscreen on most days",1274.8
"Table 1a","Estimate ('000)","Highest educational attainment","Year 12","Persons","Did not use SPF30 or higher sunscreen on most days",2289.7
"Table 1a","Estimate ('000)","Highest educational attainment","Year 12","Persons","Total",3581.7
"Table 1a","Estimate ('000)","Highest educational attainment","Year 11 or below","Males","Used SPF30 or higher sunscreen on most days",584.9
"Table 1a","Estimate ('000)","Highest educational attainment","Year 11 or below","Males","Did not use SPF30 or higher sunscreen on most days",1694.2
"Table 1a","Estimate ('000)","Highest educational attainment","Year 11 or below","Males","Total",2279.9
"Table 1a","Estimate ('000)","Highest educational attainment","Year 11 or below","Females","Used SPF30 or higher sunscreen on most days",897.7
"Table 1a","Estimate ('000)","Highest educational attainment","Year 11 or below","Females","Did not use SPF30 or higher sunscreen on most days",1610.4
"Table 1a","Estimate ('000)","Highest educational attainment","Year 11 or below","Females","Total",2532
"Table 1a","Estimate ('000)","Highest educational attainment","Year 11 or below","Persons","Used SPF30 or higher sunscreen on most days",1487.8
"Table 1a","Estimate ('000)","Highest educational attainment","Year 11 or below","Persons","Did not use SPF30 or higher sunscreen on most days",3284.1
"Table 1a","Estimate ('000)","Highest educational attainment","Year 11 or below","Persons","Total",4802.9
"Table 1a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Lowest quintile (most disadvantaged)","Males","Used SPF30 or higher sunscreen on most days",395
